ticker
FRGE
FRGE
FRGE
FSUN
FSUN
FTR
FTR
FTR
FTS
FUBO
FUBO
FUBO
FUFU
FUFU
FUFU
FULC
FWDI
GBFH
GBFH
GBLI
GDEN
GDYN
GDYN
GEVO
GEVO
GFR
GFR
GHRS
GIG
GIG
GIG
GILT
GIW
GIW
GLDD
GLIBA
GLPG
GLSI
GLSI
GMAB
GME
GME
GMRE
GNC
GOSS
GPAT
GRAF
GRND
GRVY
GRVY
GSAT
GSL
GWR
GYRE
HAFN
HAFN
HCMA
HCMA
HCMA
HDL
HGTY
HIMS
HIMS
HOLX
HPK
HRI
HSHP
HSHP
HTBK
HUT
HUT
HYAC
HYAC
HYLN
HYLN
HYLN
HYMC
HYMC
HYMC
HYMC
IAC
IBRX
IDR
IDR
IDYA
IEC
IMMP
IMMP
IMMP
IMMX
IMRX
IMXI
IMXI
INDV
INDV
INDV
INDV
INFO
IPCX
IPX
ISBA
ISBA
ITIC
IVT
IVT
IVT
IVT
IVT
IVVD
IVVD
JAMF
JANX
JBIO
JKS
KALV
KCHV
KEN
KEN
KFII
KFS
KMDA
KNTK
KNTK
KNTK
KOD
KODK
KODK
KOYN
LAC
LAES
LAES
LCID
LEU
LION
LMB
LMB
LND
LNKB
LNKB
LNKB
LOGM
LOT
LOT
LOT
LPAA
LPBB
LPTH
LSPD
LTBR
LTM
LUCK
LUMI.TA
LUNR
LUNR
LUNR
LUNR
LUXE
LVWR
LWAC
LWLG
LX
LX
LXRX
LZM
LZM
MAAS
MAAS
MAAS
MAGN
MAMA
MAMA
MARA
MAXO.TA
MBAV
MBVI
MCBS
MCBS
MCHB
MCHB
MCHB
MCW
MDGL
MEG
MESO
MESO
MFA
MFI
MFI
MGIC
MGIC
MGY
MGY
MHN
MIRM
MLAC
MLTX
MLTX
MNPR
MNPR
MOFG
MOFG
MPB
MSC
MSC
MVBF
MVBF
MVF
MVST
MXIM
MXIM
MYD
MYL
NAGE
NAMS
NAMS
NBIS
NBIS
NBP
NBTX
NBTX
NCMI
NECB
NECB
NEGG
NEGG
NEGG
NESR
NEWP
NEWP
NEXT
NEXT
NEXT
NGD
NKLA
NKLA
NKLA
NKLR
NKTR
NMAX
NMG
NMG
NMRA
NNDM
NNDM
NPAC
NPCE
NQP
NUTX
NUTX
NUTX
NVAX
NVTS
NXJ
NYAX
NYAX
NYAX
NYAX
OBA
OBT
OBT
OCGN
OCS
OCS
ODV
ODV
ODV
OKLO
OMER
ONDS
ONDS
ONDS
ONTF
ORGO
ORGO
ORGO
ORGO
ORKA
ORKA
ORLA
ORLA
ORLA
OS
OVV
OWLS
OYSE
OYSE
PACH
PANL
PANL
PBCT
PCAP
PCB
PCB
PCH
PCT
PECO
PECO
PECO
PEPG
PGY
PGY
PGY
PGY
PHAR
PHVS
PHVS
PKST
PKST
PKST
PKST
PLSE
POET
POET
POLE
PR
PRCH
PRCH
PROK
PROK
PRTC
PRTH
PRTH
PRTH
PSIX
PSIX
PSNL
PSTG
PTGX
PVLA
PVLA
QBTS
QS
QUBT
QUBT
QURE
QXO
QXO
QXO
QXO
RAPP
RAPT
RAPT
RCAT
RCAT
RCAT
RDAG
RDVT
REPL
REPX
REVG
REVG
RGC
RGC
RGC
RGC
RGTI
RIGL
RIOT
RKLB
RNGT
ROOT
RPAY
RPAY
RR
RSI
RTO
RUM
RYI
RZLT
RZLT
RZLT
RZLV
RZLV
RZLV
SATL
SATL
SBC
SBC
SBET
SBET
SCVL
SCZM
SDHI
SDHI
SEE
SEMR
SENS
SERV
SERV
SES
SEZL
SEZL
SGML
SHCO
SIFY
SIGA
SILA
SILA
SILA
SIM
SIMA
SKY
SPCE
TERP
TIF
TWTR
VAR
VIX
VMW
WDR
WISH
WLL
XLNX
ZNGA
ZNGA
